Ticker,Company,Country,BICS_L1,BICS_L2,BICS_L3,tags_en,tags_it
MAT,MATTEL INC,US,Consumer Discretionary,Consumer Discretionary Products,Leisure Products,consumer;retail;autos,consumi;retail;auto
STGW,STAGWELL INC,US,Communications,Media,Advertising & Marketing,other,altro
CSCO,CISCO SYSTEMS INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
CRVS,CORVUS PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SHC,SOTERA HEALTH CO,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MAZE,MAZE THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BFST,BUSINESS FIRST BANCSHARES,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
CVGW,CALAVO GROWERS INC,US,Consumer Staples,Retail & Wholesale - Staples,Wholesale - Consumer Staples,food;beverages;household,alimentari;bevande;casa
TPG,TPG INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
SGRY,SURGERY PARTNERS INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ABBV,ABBVIE INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
COHU,COHU INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
CLMT,CALUMET INC,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
CRAQ,CAL REDWOOD ACQUISIT-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
ACHC,ACADIA HEALTHCARE CO INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TENB,TENABLE HOLDINGS INC,US,Technology,Software & Tech Services,Software,other,altro
GTLB,GITLAB INC-CL A,US,Technology,Software & Tech Services,Software,other,altro
APLD,APPLIED DIGITAL CORP,US,Communications,Telecommunications,Telecommunications,other,altro
AMWD,AMERICAN WOODMARK CORP,US,Consumer Discretionary,Consumer Discretionary Products,Home Construction,consumer;retail;autos,consumi;retail;auto
ANIP,ANI PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CADL,CANDEL THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
WGS,GENEDX HOLDINGS CORP,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
OCUL,OCULAR THERAPEUTIX INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SBET,SHARPLINK GAMING INC,US,Technology,Software & Tech Services,Software,other,altro
NSIT,INSIGHT ENTERPRISES INC,US,Technology,Software & Tech Services,IT Services,other,altro
MU,MICRON TECHNOLOGY INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
ZYME,ZYMEWORKS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
VBTX,VERITEX HOLDINGS INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
BATRA,ATLANTA BRAVES HOLDINGS IN-A,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
ALMU,AELUMA INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
BEAG,BOLD EAGLE ACQUISITION COR-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
NBN,NORTHEAST BANK,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
IONS,IONIS PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LECO,LINCOLN ELECTRIC HOLDINGS,US,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
FWRG,FIRST WATCH RESTAURANT GROUP,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
PACH,PIONEER ACQUISITION I-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
ODP,ODP CORP/THE,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
INNV,INNOVAGE HOLDING CORP,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AEHR,AEHR TEST SYSTEMS,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
ADSK,AUTODESK INC,US,Technology,Software & Tech Services,Software,other,altro
LMNR,LIMONEIRA CO,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
CBLL,CERIBELL INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TGTX,TG THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CPRT,COPART INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Wholesale - Discretionary,consumer;retail;autos,consumi;retail;auto
PBYI,PUMA BIOTECHNOLOGY INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
OLLI,OLLIE'S BARGAIN OUTLET HOLDI,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
PFG,PRINCIPAL FINANCIAL GROUP,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
DGICA,DONEGAL GROUP INC-CL A,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
PRVA,PRIVIA HEALTH GROUP INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CMPX,COMPASS THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
APP,APPLOVIN CORP-CLASS A,US,Communications,Media,Entertainment Content,other,altro
CTMX,CYTOMX THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TRNS,TRANSCAT INC,US,Industrials,Industrial Services,Industrial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
IQV,IQVIA HOLDINGS INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AIP,ARTERIS INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
PAMT,PAMT CORP,US,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
CLX,CLOROX COMPANY,US,Consumer Staples,Consumer Staple Products,Household Products,food;beverages;household,alimentari;bevande;casa
RSG,REPUBLIC SERVICES INC,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
HBT,HBT FINANCIAL INC/DE,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
SANM,SANMINA CORP,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
CNOB,CONNECTONE BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
PLMK,PLUM ACQUISITION CORP IV,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
SMTC,SEMTECH CORP,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
SDGR,SCHRODINGER INC,US,Technology,Software & Tech Services,Software,other,altro
CDNS,CADENCE DESIGN SYS INC,US,Technology,Software & Tech Services,Software,other,altro
COKE,COCA-COLA CONSOLIDATED INC,US,Consumer Staples,Consumer Staple Products,Beverages,food;beverages;household,alimentari;bevande;casa
IRMD,IRADIMED CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CCCS,CCC INTELLIGENT SOLUTIONS HO,US,Technology,Software & Tech Services,Software,other,altro
CFFI,C & F FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
GABC,GERMAN AMERICAN BANCORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
ANNX,ANNEXON INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CVCO,CAVCO INDUSTRIES INC,US,Consumer Discretionary,Consumer Discretionary Products,Home Construction,consumer;retail;autos,consumi;retail;auto
CAI,CARIS LIFE SCIENCES INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ARE,ALEXANDRIA REAL ESTATE EQUIT,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
QUBT,QUANTUM COMPUTING INC,US,Technology,Software & Tech Services,Software,other,altro
PATK,PATRICK INDUSTRIES INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
BR,BROADRIDGE FINANCIAL SOLUTIO,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
MVBF,MVB FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
BBY,BEST BUY CO INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
HOOD,ROBINHOOD MARKETS INC - A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CHMG,CHEMUNG FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
FSTR,FOSTER (LB) CO-A,US,Industrials,Industrial Products,Industrial Intermediate Prod,industrials;manufacturing;transport,industria;manifattura;trasporti
PACB,PACIFIC BIOSCIENCES OF CALIF,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SENEB,SENECA FOODS CORP - CL B,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
HUMA,HUMACYTE INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AMGN,AMGEN INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AVAH,AVEANNA HEALTHCARE HOLDINGS,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ANDE,ANDERSONS INC/THE,US,Consumer Staples,Retail & Wholesale - Staples,Wholesale - Consumer Staples,food;beverages;household,alimentari;bevande;casa
AKBA,AKEBIA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CRUS,CIRRUS LOGIC INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
CTAS,CINTAS CORP,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
DVA,DAVITA INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BMBL,BUMBLE INC-A,US,Communications,Media,Internet Media & Services,other,altro
CNTA,CENTESSA PHARMACEUTICALS-ADR,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FSLR,FIRST SOLAR INC,US,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
TRIP,TRIPADVISOR INC,US,Communications,Media,Internet Media & Services,other,altro
NFE,NEW FORTRESS ENERGY INC,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
MCBS,METROCITY BANKSHARES INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
TFC,TRUIST FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
PCYO,PURE CYCLE CORP,US,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
FRBA,FIRST BANK/HAMILTON NJ,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
ENVX,ENOVIX CORP,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
PEG,PUBLIC SERVICE ENTERPRISE GP,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
MOH,MOLINA HEALTHCARE INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HAL,HALLIBURTON CO,US,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
POWI,POWER INTEGRATIONS INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
MEDP,MEDPACE HOLDINGS INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AVT,AVNET INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
UPB,UPSTREAM BIO INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RUN,SUNRUN INC,US,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
RIGL,RIGEL PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
EFX,EQUIFAX INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
PRDO,PERDOCEO EDUCATION CORP,US,Consumer Discretionary,Consumer Discretionary Services,Consumer Services,consumer;retail;autos,consumi;retail;auto
MAMA,MAMA'S CREATIONS INC,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
HONE,HARBORONE BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
VRNS,VARONIS SYSTEMS INC,US,Technology,Software & Tech Services,Software,other,altro
INSE,INSPIRED ENTERTAINMENT INC,US,Communications,Media,Entertainment Content,other,altro
BETR,BETTER HOME & FINANCE HOLDIN,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
WDFC,WD-40 CO,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
EWBC,EAST WEST BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
FHB,FIRST HAWAIIAN INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
BCML,BAYCOM CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LFMD,LIFEMD INC,US,Communications,Media,Internet Media & Services,other,altro
VALU,VALUE LINE INC,US,Communications,Media,Publishing & Broadcasting,other,altro
GYRE,GYRE THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MLAC,MOUNTAIN LAKE ACQUISITION-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
PRU,PRUDENTIAL FINANCIAL INC,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
MTSR,METSERA INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
POOL,POOL CORP,US,Consumer Discretionary,Retail & Whsle - Discretionary,Wholesale - Discretionary,consumer;retail;autos,consumi;retail;auto
PHLT,PERFORMANT HEALTHCARE INC,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
PRGS,PROGRESS SOFTWARE CORP,US,Technology,Software & Tech Services,Software,other,altro
MIDD,MIDDLEBY CORP,US,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
NRIX,NURIX THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GL,GLOBE LIFE INC,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
HSY,HERSHEY CO/THE,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
OFIX,ORTHOFIX MEDICAL INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MXL,MAXLINEAR INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
CACC,CREDIT ACCEPTANCE CORP,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
IMAB,I-MAB-SPONSORED ADR,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RDNT,RADNET INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
INTC,INTEL CORP,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
ELVN,ENLIVEN THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CARL,CARLSMED INC,US,Technology,Software & Tech Services,Software,other,altro
AEP,AMERICAN ELECTRIC POWER,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
FRPH,FRP HOLDINGS INC,US,Real Estate,Real Estate,Real Estate Owners & Developers,real estate;property,immobiliare;proprietà
FA,FIRST ADVANTAGE CORP,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
SRE,SEMPRA,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
VTR,VENTAS INC,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
NPAC,NEW PROVIDENCE ACQUISITION-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
AUR,AURORA INNOVATION INC,US,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
ADTN,ADTRAN HOLDINGS INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
BACC,BLUE ACQUISITION CORP-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
SOFI,SOFI TECHNOLOGIES INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
IBM,INTL BUSINESS MACHINES CORP,US,Technology,Software & Tech Services,IT Services,other,altro
DAAQ,DIGITAL ASSET ACQUISITI-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
GEVO,GEVO INC,US,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
RMR,RMR GROUP INC/THE - A,US,Real Estate,Real Estate,Real Estate Services,real estate;property,immobiliare;proprietà
WALD,WALDENCAST PLC-A,US,Consumer Staples,Consumer Staple Products,Household Products,food;beverages;household,alimentari;bevande;casa
AAL,AMERICAN AIRLINES GROUP INC,US,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
PTGX,PROTAGONIST THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MSFT,MICROSOFT CORP,US,Technology,Software & Tech Services,Software,other,altro
OPEN,OPENDOOR TECHNOLOGIES INC,US,Communications,Media,Internet Media & Services,other,altro
STEP,STEPSTONE GROUP INC-CLASS A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
SOUN,SOUNDHOUND AI INC-A,US,Technology,Software & Tech Services,Software,other,altro
SFM,SPROUTS FARMERS MARKET INC,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
HOPE,HOPE BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
HPE,HEWLETT PACKARD ENTERPRISE,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
ABUS,ARBUTUS BIOPHARMA CORP,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SBGI,SINCLAIR INC,US,Communications,Media,Publishing & Broadcasting,other,altro
CCOI,COGENT COMMUNICATIONS HOLDIN,US,Communications,Telecommunications,Telecommunications,other,altro
GSHD,GOOSEHEAD INSURANCE INC -A,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
UNH,UNITEDHEALTH GROUP INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LBRDK,LIBERTY BROADBAND-C,US,Communications,Media,Cable & Satellite,other,altro
PPC,PILGRIM'S PRIDE CORP,US,Consumer Staples,Consumer Staple Products,Food,food;beverages;household,alimentari;bevande;casa
WBD,WARNER BROS DISCOVERY INC,US,Communications,Media,Entertainment Content,other,altro
MRK,MERCK & CO. INC.,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PANW,PALO ALTO NETWORKS INC,US,Technology,Software & Tech Services,Software,other,altro
WSFS,WSFS FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
DOW,DOW INC,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
PCAP,PROCAP ACQUISITION CORP - A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
FEIM,FREQUENCY ELECTRONICS INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
ADI,ANALOG DEVICES INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
FULC,FULCRUM THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RNA,AVIDITY BIOSCIENCES INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BLKB,BLACKBAUD INC,US,Technology,Software & Tech Services,Software,other,altro
DCOM,DIME COMMUNITY BANCSHARES IN,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
ROOT,ROOT INC/OH -CLASS A,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
NEO,NEOGENOMICS INC,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CINF,CINCINNATI FINANCIAL CORP,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
COFS,CHOICEONE FINANCIAL SVCS INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LIF,LIFE360 INC,US,Technology,Software & Tech Services,Software,other,altro
STOK,STOKE THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BTSG,BRIGHTSPRING HEALTH SERVICES,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MET,METLIFE INC,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
ANGI,ANGI INC,US,Communications,Media,Internet Media & Services,other,altro
KOD,KODIAK SCIENCES INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CAC,CAMDEN NATIONAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
PAL,PROFICIENT AUTO LOGISTICS IN,US,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
OSUR,ORASURE TECHNOLOGIES INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
JOUT,JOHNSON OUTDOORS INC-A,US,Consumer Discretionary,Consumer Discretionary Products,Leisure Products,consumer;retail;autos,consumi;retail;auto
EMPD,EMPERY DIGITAL INC,US,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
SSII,SS INNOVATIONS INTERNATIONAL,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FYBR,FRONTIER COMMUNICATIONS PARE,US,Communications,Telecommunications,Telecommunications,other,altro
SEPN,SEPTERNA INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ARWR,ARROWHEAD PHARMACEUTICALS IN,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PNW,PINNACLE WEST CAPITAL,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
BRR,COLUMBUS CIRCLE CAPITAL CO-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CMCSA,COMCAST CORP-CLASS A,US,Communications,Media,Cable & Satellite,other,altro
GALT,GALECTIN THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ANGO,ANGIODYNAMICS INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MGTX,MEIRAGTX HOLDINGS PLC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BKR,BAKER HUGHES CO,US,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
TTGT,TECHTARGET INC,US,Communications,Media,Advertising & Marketing,other,altro
PLSE,PULSE BIOSCIENCES INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
DSP,VIANT TECHNOLOGY INC-A,US,Technology,Software & Tech Services,Software,other,altro
TXRH,TEXAS ROADHOUSE INC,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
REPL,REPLIMUNE GROUP INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
LPLA,LPL FINANCIAL HOLDINGS INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
INBX,INHIBRX BIOSCIENCES INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NETD,NABORS ENERGY TRANSITION C-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
BCRX,BIOCRYST PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
XNCR,XENCOR INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
XEL,XCEL ENERGY INC,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
SYK,STRYKER CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CEPO,CANTOR EQUITY PARTNERS I-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
GEHC,GE HEALTHCARE TECHNOLOGY,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
